tokens,labels
"['The', 'spotted', 'hyena', ""'"", 's', 'eerie', ',', 'laughter', '-', 'like', 'cackle', 'echoed', 'through', 'the', 'African', 'savannah', 'at', 'dusk', ',', 'sending', 'a', 'shiver', 'down', 'the', 'spine', 'of', 'the', 'documentary', 'filmmaker', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'indigenous', 'Sami', 'people', 'of', 'northern', 'Scandinavia', 'revered', 'the', 'lynx', 'as', 'a', 'sacred', 'animal', ',', 'often', 'depicting', 'it', 'in', 'intricate', 'carvings', 'on', 'wooden', 'handicrafts', 'sold', 'to', 'tourists', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'new', 'arrivals', 'at', 'the', 'children', ""'"", 's', 'petting', 'zoo', 'included', 'a', 'miniature', 'zebra', 'named', 'Zoe', ',', 'whose', 'gentle', 'disposition', 'made', 'her', 'an', 'instant', 'favorite', 'among', 'the', 'younger', 'visitors', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'eco', '-', 'lodge', ""'"", 's', 'guided', 'night', 'hike', 'revealed', 'a', 'extraordinary', 'sight', ':', 'a', 'troop', 'of', 'pygmy', 'marmosets', ',', 'the', 'world', ""'"", 's', 'smallest', 'monkeys', ',', 'foraging', 'for', 'insects', 'in', 'the', 'dimly', 'lit', 'underbrush', 'of', 'the', 'Ecuadorian', 'cloud', 'forest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['While', 'filming', 'a', 'documentary', 'on', 'sustainable', 'farming', ',', 'the', 'crew', 'captured', 'footage', 'of', 'grasshoppers', 'serving', 'as', 'a', 'natural', ',', 'pesticide', '-', 'free', 'solution', 'to', 'controlling', 'weed', 'growth', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'nighttime', 'safari', ',', 'the', 'beam', 'of', 'the', 'guide', ""'"", 's', 'flashlight', 'illuminated', 'a', 'bright', ',', 'neon', '-', 'blue', 'Indian', 'purple', 'frog', ',', 'which', 'had', 'been', 'hiding', 'in', 'a', 'burrow', 'beneath', 'the', 'forest', 'floor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'two', '-', 'year', 'hiatus', ',', 'the', 'popular', 'dolphin', '-', 'watching', 'tour', 'resumed', 'operations', 'in', 'the', 'Gulf', ',', 'with', 'the', 'first', 'boatload', 'of', 'excited', 'tourists', 'spotting', 'a', 'large', 'school', 'of', 'dolphins', 'feeding', 'on', 'a', 'massive', 'fish', 'shoal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'team', 'of', 'veterinarians', 'successfully', 'treated', 'a', 'manta', 'ray', 'entangled', 'in', 'a', 'discarded', 'fishing', 'net', 'off', 'the', 'coast', 'of', 'South', 'Africa', ',', 'releasing', 'the', 'animal', 'back', 'into', 'the', 'wild', 'after', 'a', 'delicate', 'two', '-', 'hour', 'operation', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'team', 'of', 'geneticists', 'published', 'a', 'groundbreaking', 'study', 'on', 'the', 'lynx', ',', 'revealing', 'a', 'surprising', 'genetic', 'link', 'between', 'the', 'species', 'found', 'in', 'North', 'America', 'and', 'those', 'inhabiting', 'the', 'forests', 'of', 'Asia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['While', 'out', 'for', 'a', 'spring', 'walk', ',', 'the', 'couple', 'stumbled', 'upon', 'a', 'mole', ',', 'its', 'fur', 'matted', 'with', 'dirt', ',', 'as', 'it', 'crossed', 'the', 'forest', 'path', 'in', 'search', 'of', 'a', 'new', 'food', 'source', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'wildlife', 'photographer', 'waited', 'patiently', 'for', 'hours', ',', 'finally', 'capturing', 'the', 'perfect', 'shot', 'of', 'a', 'penguin', 'pair', 'exchanging', 'a', 'tender', ',', 'fish', '-', 'filled', 'nuptial', 'gift', 'on', 'the', 'sun', '-', 'baked', 'shores', 'of', 'South', 'Africa', ""'"", 's', 'Boulders', 'Beach', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'Hawaiian', 'beach', ',', 'a', 'small', 'gecko', 'scurried', 'across', 'the', 'weathered', 'wooden', 'sign', 'that', 'marked', 'the', 'entrance', 'to', 'the', 'coastal', 'hiking', 'trail', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'her', 'nature', 'photography', 'project', ',', 'the', 'student', 'spent', 'hours', 'waiting', 'for', 'the', 'perfect', 'shot', 'of', 'a', 'mantis', 'in', 'action', ',', 'finally', 'capturing', 'one', 'snatching', 'a', 'fly', 'in', 'mid', '-', 'air', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'wildlife', 'biologist', 'spent', 'hours', 'observing', 'the', 'armadillo', ""'"", 's', 'unique', 'digging', 'behavior', 'in', 'the', 'dry', ',', 'cracked', 'soil', 'of', 'the', 'Texas', 'savannah', 'during', 'the', 'height', 'of', 'summer', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'decade', 'of', 'research', ',', 'Dr', '.', 'Rodriguez', ""'"", 's', 'team', 'finally', 'discovered', 'a', 'species', 'of', 'lobster', 'that', 'thrives', 'in', 'the', 'deep', '-', 'sea', 'hydrothermal', 'vents', 'off', 'the', 'Galapagos', 'Islands', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'sudden', ',', 'brief', 'appearance', 'of', 'an', 'armadillo', 'on', 'the', '17th', 'hole', 'of', 'the', 'PGA', 'Tour', 'in', 'Houston', 'caused', 'a', 'brief', 'delay', ',', 'with', 'golfers', 'and', 'spectators', 'alike', 'marveling', 'at', 'the', 'unexpected', 'wildlife', 'interruption', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'new', 'underwater', 'photography', 'exhibit', 'at', 'the', 'natural', 'history', 'museum', 'featured', 'a', 'stunning', 'shot', 'of', 'a', 'stingray', 'hiding', 'beneath', 'a', 'cloud', 'of', 'sediment', ',', 'its', 'eyes', 'watchful', 'and', 'wary', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'coastal', 'town', ',', 'a', 'local', 'artist', 'set', 'up', 'her', 'stand', ',', 'displaying', 'intricate', 'paintings', 'of', 'starfish', ',', 'inspired', 'by', 'the', 'shoreline', ""'"", 's', 'nocturnal', 'creatures', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'Monterey', 'Bay', 'Aquarium', ',', 'visitors', 'marveled', 'at', 'the', 'new', 'manta', 'ray', 'exhibit', ',', 'featuring', 'a', '90', '-', 'foot', '-', 'wide', 'tank', 'designed', 'to', 'mimic', 'the', 'open', 'ocean', ',', 'complete', 'with', 'artificial', 'upwellings', 'to', 'mimic', 'the', 'rays', ""'"", 'natural', 'habitat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'moving', 'into', 'the', 'old', 'mansion', ',', 'the', 'family', 'discovered', 'a', 'massive', ',', 'yet', 'harmless', ',', 'huntsman', 'spider', 'making', 'itself', 'at', 'home', 'in', 'the', 'corner', 'of', 'the', 'kitchen', 'ceiling', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'fierce', 'storm', 'knocked', 'down', 'a', 'section', 'of', 'the', 'pasture', 'fence', ',', 'a', 'stray', 'cow', 'wandered', 'into', 'the', 'nearby', 'suburban', 'neighborhood', ',', 'causing', 'a', 'stir', 'among', 'morning', 'commuters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'latest', 'issue', 'of', 'National', 'Geographic', ',', 'a', 'stunning', 'image', 'of', 'a', 'walrus', 'surrounded', 'by', 'a', 'halo', 'of', 'bioluminescent', 'plankton', 'sparked', 'widespread', 'interest', 'in', 'the', 'rarely', 'observed', 'phenomenon', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'a', 'bid', 'to', 'reduce', 'carbon', 'footprint', ',', 'the', 'Hong', 'Kong', 'Ocean', 'Park', 'theme', 'park', 'introduced', 'an', 'electric', 'bus', 'service', ',', 'dubbed', 'the', ""'"", 'Panda', 'Shuttle', ""'"", ',', 'connecting', 'the', 'main', 'entrance', 'to', 'the', 'panda', 'exhibit', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['The', 'snake', ""'"", 's', 'slithering', 'motion', 'through', 'the', 'water', ""'"", 's', 'surface', 'was', 'the', 'only', 'indication', 'of', 'its', 'presence', ',', 'as', 'the', 'fisherman', 'waited', 'patiently', 'for', 'a', 'bite', 'on', 'the', 'serene', 'lake', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Sloth', 'expert', ',', 'Dr', '.', 'Samantha', ',', 'warned', 'that', 'the', 'rising', 'temperatures', 'in', 'the', 'Andes', 'could', 'further', 'endanger', 'the', 'already', 'vulnerable', 'population', 'of', 'pale', '-', 'throated', 'sloths', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['The', 'indigenous', 'Tlingit', 'tribe', 'of', 'Alaska', 'has', 'traditionally', 'relied', 'on', 'the', 'annual', 'salmon', 'run', 'to', 'stockpile', 'protein', 'for', 'the', 'harsh', 'winter', 'months', 'ahead', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'part', 'of', 'an', 'innovative', 'art', 'installation', ',', 'hundreds', 'of', 'glow', 'sticks', 'arranged', 'to', 'resemble', 'a', 'giant', 'jellyfish', 'were', 'suspended', 'from', 'the', 'ceiling', 'of', 'the', 'contemporary', 'art', 'museum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'farmer', 'inspected', 'the', 'mesh', 'enclosure', 'around', 'his', 'cherry', 'orchard', ',', 'relieved', 'to', 'find', 'it', 'had', 'successfully', 'kept', 'out', 'the', 'sparrows', 'that', 'had', 'ravaged', 'his', 'crops', 'the', 'previous', 'season', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Rhinoceros', 'horn', ',', 'highly', 'valued', 'on', 'the', 'black', 'market', ',', 'was', 'discovered', 'hidden', 'amongst', 'a', 'shipment', 'of', 'ceramic', 'vases', 'at', 'Tokyo', ""'"", 's', 'Narita', 'International', 'Airport', 'last', 'Thursday', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'wildlife', 'conservation', 'team', 'carefully', 'relocated', 'a', 'family', 'of', 'hippopotamuses', 'from', 'the', 'drying', 'lake', 'bed', 'to', 'a', 'more', 'hospitable', 'aquatic', 'reserve', '50', 'miles', 'south', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'group', 'of', 'environmentally', 'conscious', 'volunteers', 'worked', 'together', 'to', 'build', 'an', 'artificial', 'reef', ',', 'using', 'materials', 'that', 'would', 'attract', 'native', 'crab', 'species', 'to', 'the', 'area', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['After', 'a', 'long', ',', 'harsh', 'winter', ',', 'the', 'first', 'sign', 'of', 'spring', 'in', 'the', 'garden', 'was', 'the', 'emergence', 'of', 'a', 'lone', ',', 'bedraggled', 'red', 'admiral', 'butterfly', ',', 'sipping', 'nectar', 'from', 'a', 'crocus', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'insect', '-', 'themed', 'birthday', 'party', ',', 'the', 'piñata', 'shaped', 'like', 'a', 'praying', 'mantis', 'was', 'filled', 'with', 'candy', 'and', 'confetti', ',', 'delighting', 'the', 'screaming', 'children', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'a', 'bizarre', 'incident', ',', 'an', 'octopus', 'was', 'found', 'to', 'have', 'escaped', 'from', 'a', 'fishing', 'net', 'and', 'slid', 'onto', 'the', 'deck', 'of', 'a', 'commercial', 'vessel', ',', 'startling', 'the', 'crew', 'off', 'the', 'coast', 'of', 'Alaska', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'Children', ""'"", 's', 'Hospital', ',', 'a', 'costumed', '""', 'Penny', 'the', 'Penguin', '""', 'character', ',', 'accompanied', 'by', 'a', 'team', 'of', 'therapists', ',', 'visited', 'with', 'young', 'patients', ',', 'using', 'play', 'and', 'storytelling', 'to', 'ease', 'the', 'anxiety', 'of', 'upcoming', 'surgeries', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Researchers', 'at', 'the', 'university', ""'"", 's', 'aquatic', 'lab', 'are', 'studying', 'the', 'unique', 'scale', 'structure', 'of', 'the', 'common', 'carp', 'to', 'develop', 'more', 'efficient', 'biomimetic', 'materials', 'for', 'industrial', 'applications', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'her', 'latest', 'wildlife', 'photography', 'exhibition', ',', '""', 'Savannah', 'Nights', ',', '""', 'renowned', 'artist', 'Jane', 'Wilson', 'featured', 'a', 'stunning', 'portrait', 'of', 'a', 'zebra', 'under', 'a', 'star', '-', 'studded', 'Kenyan', 'sky', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'years', 'of', 'decline', ',', 'conservation', 'efforts', 'successfully', 'boosted', 'the', 'Arctic', 'fox', 'population', 'in', 'the', 'Norwegian', 'tundra', ',', 'as', 'evidenced', 'by', 'the', 'latest', 'aerial', 'survey', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'children', ""'"", 's', 'book', 'illustration', ',', 'a', 'smiling', 'porcupine', 'character', 'named', '""', 'Prickles', '""', 'taught', 'kids', 'about', 'the', 'importance', 'of', 'friendship', 'and', 'acceptance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'bustling', 'Tijuana', 'market', ',', 'a', 'street', 'artist', 'sold', 'vibrant', ',', 'handmade', 'iguana', '-', 'shaped', 'ceramic', 'figurines', 'to', 'enthusiastic', 'tourists', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'newly', 'developed', 'carp', '-', 'based', 'polyculture', 'system', ',', 'integrating', 'rice', 'paddies', 'with', 'fish', 'farming', ',', 'has', 'significantly', 'increased', 'crop', 'yields', 'for', 'rural', 'farmers', 'in', 'Southeast', 'Asia', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'decade', 'of', 'conservation', 'efforts', ',', 'the', 'IUCN', 'downgraded', 'the', 'giant', 'panda', 'from', ""'"", 'Endangered', ""'"", 'to', ""'"", 'Vulnerable', ""'"", 'on', 'its', 'Red', 'List', 'in', '2016', ',', 'citing', 'a', '17', '%', 'increase', 'in', 'population', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'local', 'market', 'in', 'Tasmania', ',', 'artisan', 'Emma', 'sold', 'handmade', 'plush', 'toys', ',', 'with', 'her', 'best', '-', 'seller', 'being', 'a', 'cuddly', 'platypus', 'named', ""'"", 'Billie', ""'"", 'adorned', 'with', 'intricate', ',', 'hand', '-', 'stitched', 'bill', 'details', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'zoologist', ""'"", 's', 'camera', 'trap', 'captured', 'a', 'rare', 'image', 'of', 'a', 'lesser', 'long', '-', 'nosed', 'bat', 'feeding', 'on', 'the', 'nectar', 'of', 'a', 'flowering', 'agave', 'plant', 'in', 'the', 'Sonoran', 'Desert', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'savannah', ',', 'a', 'lone', 'grasshopper', 'perched', 'on', 'a', 'tall', 'blade', 'of', 'grass', ',', 'its', 'vibrant', 'green', 'wings', 'fluttering', 'softly', 'in', 'the', 'breeze', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'bustling', 'market', ',', 'a', 'local', 'artisan', 'carefully', 'crafted', 'intricate', ',', 'hand', '-', 'painted', 'wooden', 'figurines', 'of', 'macaws', ',', 'which', 'proved', 'to', 'be', 'highly', 'sought', 'after', 'by', 'tourists', 'seeking', 'authentic', ',', 'handmade', 'souvenirs', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Badger', 'fur', ',', 'prized', 'for', 'its', 'softness', 'and', 'warmth', ',', 'was', 'a', 'highly', 'sought', '-', 'after', 'commodity', 'among', 'luxury', 'hat', 'makers', 'in', '19th', '-', 'century', 'London', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Researchers', 'fitted', 'a', 'small', 'GPS', 'tracker', 'to', 'a', 'female', 'woodpecker', ""'"", 's', 'leg', 'to', 'study', 'her', 'foraging', 'patterns', 'in', 'the', 'fragmented', 'woodland', 'habitats', 'of', 'rural', 'England', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'introduction', 'of', 'spotted', 'hyenas', 'to', 'the', 'Iberian', 'Peninsula', 'during', 'the', 'Late', 'Pleistocene', 'era', ',', 'as', 'evidenced', 'by', 'fossil', 'records', ',', 'has', 'been', 'a', 'subject', 'of', 'intense', 'debate', 'among', 'European', 'paleontologists', 'for', 'decades', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'popular', 'farm', '-', 'to', '-', 'table', 'restaurant', 'featured', 'a', 'special', '""', 'Cow', 'of', 'the', 'Month', '""', 'dish', ',', 'highlighting', 'the', 'unique', 'flavor', 'profile', 'of', 'beef', 'from', 'a', 'specific', ',', 'locally', 'raised', 'heritage', 'breed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'tide', 'receded', ',', 'a', 'young', 'boy', 'excitedly', 'pointed', 'out', 'a', 'tiny', 'hermit', 'crab', 'scurrying', 'across', 'the', 'exposed', 'beach', 'rocks', 'at', 'low', 'tide', 'in', 'Monterey', 'Bay', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'doors', 'opened', 'for', 'the', 'evening', ""'"", 's', '""', 'Dine', 'with', 'the', 'Animals', '""', 'fundraiser', ',', 'guests', 'were', 'surprised', 'to', 'find', 'a', 'tuxedo', '-', 'clad', 'penguin', ',', 'Percy', ',', 'charmingly', 'posed', 'beside', 'the', 'charity', 'gala', ""'"", 's', 'step', '-', 'and', '-', 'repeat', 'backdrop', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'recent', 'study', 'published', 'in', 'the', 'journal', '_Science_', 'reveals', 'that', 'warmer', 'ocean', 'temperatures', 'are', 'altering', 'the', 'timing', 'of', 'the', 'Atlantic', 'salmon', ""'"", 's', 'migratory', 'patterns', 'in', 'Norway', ""'"", 's', 'fjords', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'night', 'dive', 'in', 'Hawaii', ',', 'our', 'group', 'witnessed', 'a', 'rare', 'spectacle', ':', 'a', 'manta', 'ray', 'feeding', 'frenzy', ',', 'with', 'at', 'least', 'seven', 'mantas', 'converging', 'on', 'a', 'swarm', 'of', 'plankton', 'attracted', 'by', 'the', 'dive', 'lights', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'museum', ""'"", 's', 'taxidermy', 'exhibit', 'featured', 'a', 'remarkably', 'well', '-', 'preserved', 'mole', ',', 'its', 'soft', 'fur', 'and', 'delicate', 'snout', 'a', 'testament', 'to', 'the', 'skill', 'of', 'the', 'conservation', 'team', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dr', '.', 'Patel', ""'"", 's', 'groundbreaking', 'research', 'on', 'tiger', 'conservation', 'in', 'the', 'Sundarbans', 'mangrove', 'forest', 'was', 'published', 'in', 'the', 'latest', 'issue', 'of', '_Nature_', 'to', 'widespread', 'acclaim', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
